Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets ,2024_ExpensesTo TotalAssets Ratio,2024_OUTFLOW/INFLOW - Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_OUTFLOW/INFLOW - Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_OUTFLOW/INFLOW - Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_OUTFLOW/INFLOW - Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Outstanding Benefits-RiskScore,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_OUTFLOW/INFLOW - Liquidity Ratio,2020_Overall Risk Score,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Compliance toTable G,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Outstanding Benefits-RiskScore,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_OUTFLOW/INFLOW - Liquidity Ratio,2019_Overall Risk Score,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Compliance toTable G,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Outstanding Benefits-RiskScore,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_OUTFLOW/INFLOW - Liquidity Ratio,2018_Overall Risk Score,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Compliance toTable G,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Outstanding Benefits-RiskScore,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_OUTFLOW/INFLOW - Liquidity Ratio,2017_Overall Risk Score,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Compliance toTable G,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Outstanding Benefits-RiskScore,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_OUTFLOW/INFLOW - Liquidity Ratio,2016_Overall Risk Score,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Compliance toTable G,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Outstanding Benefits-RiskScore,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_OUTFLOW/INFLOW - Liquidity Ratio,2015_Overall Risk Score,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Compliance toTable G,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Outstanding Benefits-RiskScore,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_OUTFLOW/INFLOW - Liquidity Ratio,2014_Overall Risk Score,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Compliance toTable G,2014_Inflation,2014_interest_rates,2014_exchange_rates
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,0," 593,360,577 ",1%,294.50%,2.03,12%,0%,1,4.50%,11%,134.80,1,745,522573840,0.56%,105%,2.44,10.52%,0%,5,7%,12.50%,151.77,1,761,518697535,1%,143%,2.44,9.96%,0%,5,9.00%,8.80%,121.95,1,876,493443204,0.58%,292.26%,2.75,9.98%,0.00%,5,6.00%,7.00%,111.93,0,765," 439,048,202.00 ",0.57%,82.62%,0,10.37%,0.00%,0,5%,7%,109.51,0,0,456144474,0.55%,267.88%,0,10%,0%,0,5.00%,8.50%,102.55,0,0,404820201,1%,283%,0,9.40%,0.00%,0,6.00%,9.00%,101.88,0,0,357967411,0.75%,216.62%,0,10%,0%,0,0.05,0.1,103.37,0,0,318427066,1%,255%,0,9%,0%,0,7.00%,10.00%,101.78,0,0,276969224,1%,398%,0,11%,0%,0,7%,13%,103.78,0,0,230599176,0%,385%,0,10%,0%,0,7%,10%,101.78
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,68," 168,430,488 ",1%,409.73%,2.16,10%,0%,1,4.50%,11%,134.80,1,68,142092809,0.49%,2208%,2.85,9.27%,0%,5,7%,12.50%,151.77,1,61,112608323,1%,349%,3,4.54%,0%,5,9.00%,8.80%,121.95,1,40,99114041,1.06%,825.30%,2.64,8.65%,0.00%,5,6.00%,7.00%,111.93,0,58," 80,815,466.00 ",0.70%,574.97%,0,6.31%,0.00%,0,5%,7%,109.51,0,60,68166888,0.65%,192.22%,0,9%,0%,0,5.00%,8.50%,102.55,0,51,60907276,1%,1970%,0,7.78%,0.00%,0,6.00%,9.00%,101.88,0,51,48893144,0.20%,269.72%,0,9%,0%,0,0.05,0.1,103.37,0,36,41194771,0%,333%,0,5%,0%,0,7.00%,10.00%,101.78,0,46,36139802,0%,1017%,0,2%,0%,0,7%,13%,103.78,0,45,30916119,0%,534%,0,7%,0%,0,7%,10%,101.78
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 124,384,596 ",0%,116.88%,1.72,11%,0%,1,4.50%,11%,134.80,1,784,121749398,0.40%,323%,2.96,8.96%,0%,5,7%,12.50%,151.77,1,812,110535510,1%,365%,3.36,5.82%,0%,5,9.00%,8.80%,121.95,1,209,93451028,0.85%,1245.95%,2.72,8.25%,0.00%,5,6.00%,7.00%,111.93,0,200," 81,219,980.00 ",0.00%,77.40%,0,8.25%,0.00%,0,5%,7%,109.51,0,191,84815209,0.00%,270.86%,0,9%,0%,0,5.00%,8.50%,102.55,0,185,76227684,0%,401%,0,8.11%,0.00%,0,6.00%,9.00%,101.88,0,179,67012207,0.00%,463.86%,0,9%,0%,0,0.05,0.1,103.37,0,169,57835300,0%,205%,0,8%,0%,0,7.00%,10.00%,101.78,0,0,52670002,0%,118%,0,8%,0%,0,7%,13%,103.78,0,151,51264262,0%,253%,0,11%,0%,0,7%,10%,101.78
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,349," 582,037,326 ",1%,276.23%,2.81,10%,0%,1,4.50%,11%,134.80,5,329,487812094,1.16%,301%,3.86,5.09%,0%,5,7%,12.50%,151.77,1,318,420035664,1%,221%,3.05,7.39%,0%,5,9.00%,8.80%,121.95,5,365,363589185,1.26%,253.01%,4.18,6.47%,0.00%,5,6.00%,7.00%,111.93,0,271," 309,457,537.00 ",1.23%,155.79%,0,5.79%,0.00%,0,5%,7%,109.51,0,270,283455649,1.44%,169.31%,0,7%,0%,0,5.00%,8.50%,102.55,0,267,248003417,1%,261%,0,3.98%,0.00%,0,6.00%,9.00%,101.88,0,0,201299567,1.60%,126.24%,0,9%,0%,0,0.05,0.1,103.37,0,237,185195351,2%,243%,0,3%,0%,0,7.00%,10.00%,101.78,,,,,,,,,,,,,0,0,147838795,2%,199%,0,7%,0%,0,7%,10%,101.78
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,5,148," 175,658,849 ",0%,151.43%,3.67,8%,22%,1,4.50%,11%,134.80,1,161,169076634,0.56%,385%,3.36,5.94%,24%,5,7%,12.50%,151.77,1,165,156813419,0%,340%,3.36,4.10%,1%,5,9.00%,8.80%,121.95,1,174,136066067,0.54%,228.07%,3.52,6.65%,0.93%,5,6.00%,7.00%,111.93,0,156," 125,237,903.00 ",0.45%,1154.08%,0,5.65%,1.01%,0,5%,7%,109.51,0,204,112091336,0.59%,497.75%,0,5%,36%,0,5.00%,8.50%,102.55,0,0,101048893,1%,174%,0,4.80%,37.30%,0,6.00%,9.00%,101.88,0,212,95593708,0.90%,329.04%,0,6%,23%,0,0.05,0.1,103.37,0,225,85858670,1%,339%,0,6%,26%,0,7.00%,10.00%,101.78,0,0,76277290,1%,241%,0,6%,3%,0,7%,13%,103.78,0,0,68259304,1%,466%,0,9%,4%,0,7%,10%,101.78
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,51," 18,648,620 ",1%,133.47%,2.47,10%,0%,1,4.50%,11%,134.80,1,50,17872627,0.66%,371%,3.36,8.68%,0%,5,7%,12.50%,151.77,1,39,15761851,1%,2419%,2.51,7.00%,0%,5,9.00%,8.80%,121.95,1,52,13291069,0.67%,290.16%,3.52,9.48%,0.00%,5,6.00%,7.00%,111.93,0,39," 11,309,957.00 ",0.68%,88.28%,0,7.88%,0.00%,0,5%,7%,109.51,0,37,11497366,0.67%,109.68%,0,9%,0%,0,5.00%,8.50%,102.55,0,41,11305826,1%,318%,0,8.74%,0.00%,0,6.00%,9.00%,101.88,0,38,9990634,0.46%,2061.82%,0,9%,0%,0,0.05,0.1,103.37,0,37,8386455,1%,340%,0,7%,2%,0,7.00%,10.00%,101.78,0,35,7425604,0%,3275%,0,5%,0%,0,7%,13%,103.78,0,0,0,0%,0%,0,0%,0%,0,7%,10%,101.78
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,416," 519,272,874 ",1%,246.24%,2.81,11%,0%,1,4.50%,11%,134.80,1,345,457904980,0.73%,263%,2.27,9.48%,0%,5,7%,12.50%,151.77,1,0,407592649,0%,454%,2.27,8.48%,0%,5,9.00%,8.80%,121.95,1,332,349669487,0.40%,182.23%,2.57,9.08%,0.00%,5,6.00%,7.00%,111.93,0,305," 319,321,406.00 ",0.42%,178.73%,0,9.25%,0.00%,0,5%,7%,109.51,0,304,292625608,0.22%,126.32%,0,10%,0%,0,5.00%,8.50%,102.55,0,286,279626844,0%,470%,0,9.01%,0.00%,0,6.00%,9.00%,101.88,0,226,234794777,0.23%,224.76%,0,8%,0%,0,0.05,0.1,103.37,0,200,206240562,0%,248%,0,6%,0%,0,7.00%,10.00%,101.78,0,195,183004653,0%,338%,0,5%,0%,0,7%,13%,103.78,0,0,0,0%,0%,0,0%,0%,0,7%,10%,101.78
1048,Active,Defined Contribution,Provident Fund,Segregated funds,1,100," 137,309,353 ",1%,1341.65%,3,24%,0%,1,4.50%,11%,134.80,1,100,97057579,1.40%,140%,3.03,0.35%,0%,1,7%,12.50%,151.77,1,101,94299237,1%,113%,3.03,2.83%,0%,1,9.00%,8.80%,121.95,1,118,92950586,1.40%,62.81%,4.2,10.81%,0.00%,1,6.00%,7.00%,111.93,0,108," 103,857,824.00 ",1.34%,228.60%,0,6.51%,0.00%,0,5%,7%,109.51,0,120,95084383,0.94%,106.54%,0,16%,0%,0,5.00%,8.50%,102.55,0,77,94166232,1%,438%,0,4.82%,1.97%,0,6.00%,9.00%,101.88,0,76,67769052,1.58%,427.34%,0,14%,0%,0,0.05,0.1,103.37,0,69,55876901,2%,192%,0,11%,0%,0,7.00%,10.00%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,1,51," 222,485,484 ",0%,391.04%,3,22%,0%,1,4.50%,11%,134.80,1,42,169709442,0.22%,292%,2.28,1.09%,0%,1,7%,12.50%,151.77,1,50,155736603,0%,313%,2.28,0.17%,0%,1,9.00%,8.80%,121.95,1,36,142979777,0.26%,76.28%,3.28,12.27%,0.00%,1,6.00%,7.00%,111.93,0,32," 152,088,796.00 ",0.93%,474.20%,0,6.51%,0.00%,0,5%,7%,109.51,0,32,136663534,0.68%,717.22%,0,14%,0%,0,5.00%,8.50%,102.55,0,31,111175885,0%,361%,0,5.77%,0.00%,0,6.00%,9.00%,101.88,0,20,100248389,0.20%,1249.74%,0,16%,0%,0,0.05,0.1,103.37,0,20,80649754,0%,660%,0,8%,0%,0,7.00%,10.00%,101.78,0,0,70987325,0%,803%,0,3%,0%,0,7%,13%,103.78,0,17,64994847,0%,451%,0,13%,0%,0,7%,10%,101.78
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,3," 8,893,407 ",0%,11.67%,4.12,8%,29%,1,4.50%,11%,134.80,1,7,14235661,0.32%,9%,4.16,12.19%,22%,5,7%,12.50%,151.77,1,12,30871572,0%,30%,3.28,9.65%,0%,5,9.00%,8.80%,121.95,1,12,37729652,0.25%,307.95%,4.4,9.09%,15.90%,5,6.00%,7.00%,111.93,0,12," 35,403,892.00 ",0.25%,62.41%,0,9.31%,21.40%,0,5%,7%,109.51,0,28,37389197,0.25%,35.79%,0,10%,10%,0,5.00%,8.50%,102.55,0,28,43784248,0%,92%,0,9.76%,2.85%,0,6.00%,9.00%,101.88,0,73,44174186,0.24%,59.51%,0,10%,22%,0,0.05,0.1,103.37,0,40,16198684,0%,1290%,0,10%,56%,0,7.00%,10.00%,101.78,0,79,46378425,0%,149%,0,12%,0%,0,7%,13%,103.78,0,105,44312831,0%,75%,0,12%,3%,0,7%,10%,101.78
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,106," 240,650,029 ",0%,608.60%,1.45,9%,0%,1,4.50%,11%,134.80,1,26,206397614,0.24%,140%,2.15,10.03%,0%,5,7%,12.50%,151.77,1,112,195531605,0%,216%,2.34,9.41%,0%,5,9.00%,8.80%,121.95,1,166,177091281,0.22%,467.93%,2.72,9.39%,0.00%,5,6.00%,7.00%,111.93,0,0," 152,325,003.00 ",0.22%,2558.72%,0,9.21%,0.00%,0,5%,7%,109.51,0,20,125393871,0.23%,914.35%,0,9%,0%,0,5.00%,8.50%,102.55,0,113,102555274,0%,120%,0,9.74%,0.00%,0,6.00%,9.00%,101.88,0,118,99203457,0.36%,1761.17%,0,9%,0%,0,0.05,0.1,103.37,0,111,77804474,0%,323%,0,10%,0%,0,7.00%,10.00%,101.78,0,106,65156265,0%,219%,0,12%,0%,0,7%,13%,103.78,0,104,55794405,0%,550%,0,12%,0%,0,7%,10%,101.78
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,1,251," 441,872,503 ",1%,627.29%,3.24,23%,0%,1,4.50%,11%,134.80,5,260,342991319,1.16%,43%,3.77,0.86%,0%,1,7%,12.50%,151.77,5,268,363680300,1%,98%,3.77,0.19%,0%,1,9.00%,8.80%,121.95,5,271,363978164,1.10%,442.15%,3.48,11.71%,0.00%,1,6.00%,7.00%,111.93,0,291," 322,021,488.00 ",1.14%,165.53%,0,7.80%,0.00%,0,5%,7%,109.51,0,303,307710428,1.24%,99.73%,0,17%,0%,0,5.00%,8.50%,102.55,0,318,307875491,1%,67%,0,5.40%,0.00%,0,6.00%,9.00%,101.88,0,332,320510723,1.45%,45.14%,0,22%,0%,0,0.05,0.1,103.37,0,382,425041995,2%,163%,0,7%,0%,0,7.00%,10.00%,101.78,0,322,398303298,1%,162%,0,4%,0%,0,7%,13%,103.78,0,306,381366502,1%,434%,0,12%,0%,0,7%,10%,101.78
1058,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,774," 288,650,923 ",0%,262.04%,2.44,11%,0%,1,4.50%,11%,134.80,1,774,250788557,0.56%,290%,2.56,6.30%,0%,5,7%,12.50%,151.77,1,731,223309922,1%,141%,2.56,7.86%,0%,5,9.00%,8.80%,121.95,1,409,210963246,0.74%,170.15%,2.72,9.00%,0.00%,5,6.00%,7.00%,111.93,0,457," 193,639,877.00 ",0.56%,113.27%,0,5.70%,0.00%,0,5%,7%,109.51,0,631,190304283,0.69%,95.81%,0,11%,0%,0,5.00%,8.50%,102.55,0,652,196929707,1%,91%,0,5.37%,0.00%,0,6.00%,9.00%,101.88,0,543,201360000,0.63%,627.25%,0,8%,0%,0,0.05,0.1,103.37,0,537,167208815,0%,241%,0,4%,0%,0,7.00%,10.00%,101.78,0,0,149833312,1%,410%,0,4%,0%,0,7%,13%,103.78,0,481,129347020,1%,247%,0,7%,2%,0,7%,10%,101.78
1060,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,40," 111,606,237 ",0%,159.46%,2.9,11%,0%,1,4.50%,11%,134.80,1,40,105721373,0.28%,87%,2.33,9.44%,0%,5,7%,12.50%,151.77,1,36,107714705,0%,662%,2.33,8.60%,0%,5,9.00%,8.80%,121.95,1,43,96554209,0.29%,995.17%,2.64,9.08%,0.00%,5,6.00%,7.00%,111.93,0,43," 85,344,556.00 ",0.40%,432.46%,0,8.02%,0.00%,0,5%,7%,109.51,0,44,77349964,0.20%,1017.15%,0,9%,0%,0,5.00%,8.50%,102.55,0,39,68382152,1%,87%,0,7.11%,0.00%,0,6.00%,9.00%,101.88,0,38,69575211,0.02%,70.43%,0,10%,0%,0,0.05,0.1,103.37,0,37,74093608,0%,499%,0,8%,0%,0,7.00%,10.00%,101.78,0,36,66485069,0%,222%,0,7%,0%,0,7%,13%,103.78,0,38,61937083,0%,145%,0,10%,0%,0,7%,10%,101.78
1061,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,16," 18,041,105 ",0%,149.40%,3.87,11%,1%,1,4.50%,11%,134.80,1,20,17245983,0.44%,459%,3.44,9.13%,0%,5,7%,12.50%,151.77,1,20,15680187,0%,366%,3.16,6.11%,0%,5,9.00%,8.80%,121.95,1,22,14601780,0.49%,162.99%,3.24,8.69%,0.00%,5,6.00%,7.00%,111.93,0,25," 13,899,276.00 ",0.58%,446.49%,0,7.33%,0.00%,0,5%,7%,109.51,0,25,12614890,1.41%,29.50%,0,9%,0%,0,5.00%,8.50%,102.55,0,26,17068271,1%,77%,0,5.40%,0.00%,0,6.00%,9.00%,101.88,,,,,,,,,,,,,0,30,14334938,1%,72%,0,5%,0%,0,7.00%,10.00%,101.78,0,32,15044221,2%,76%,0,-2%,0%,0,7%,13%,103.78,0,38,15276205,2%,215%,0,12%,0%,0,7%,10%,101.78
1069,Active,Defined Benefit,Pension Scheme,Segregated funds,5,276," 19,914,842,697 ",1%,153.27%,2.89,10%,0%,1,4.50%,11%,134.80,5,357,19060808768,0.61%,90%,3.82,4.51%,0%,1,7%,12.50%,151.77,5,461,19222208810,1%,55%,3.9,0.73%,0%,1,9.00%,8.80%,121.95,5,551,20023223043,0.43%,266.84%,4.2,12.72%,0.00%,1,6.00%,7.00%,111.93,0,1492," 17,837,737,855.00 ",0.47%,335.61%,0,17.21%,0.00%,0,5%,7%,109.51,0,1519,14930830431,0.56%,212.58%,0,7%,0%,0,5.00%,8.50%,102.55,0,1506,13667154905,0%,300%,0,8.60%,0.00%,0,6.00%,9.00%,101.88,0,1506,12060712376,0.71%,261.11%,0,9%,0%,0,0.05,0.1,103.37,,,,,,,,,,,,,0,0,8906363047,1%,59%,0,6%,0%,0,7%,13%,103.78,,,,,,,,,,,,
107,Active,Defined Benefit,Pension Scheme,Segregated funds,5,127," 31,069,620,000 ",1%,162.18%,3.74,11%,0%,5,4.50%,11%,134.80,5,1779,29792265800,0.69%,84%,3.74,5.21%,0%,5,7%,12.50%,151.77,5,1785,30158192000,1%,-3%,3.91,-0.48%,0%,1,9.00%,8.80%,121.95,5,1789,32020819000,0.43%,222.93%,4.23,10.92%,0.00%,1,6.00%,7.00%,111.93,0,1134," 30,125,676,000.00 ",0.54%,76.80%,0,3.89%,0.00%,0,5%,7%,109.51,0,1139,30555036000,0.61%,125.34%,0,5%,0%,0,5.00%,8.50%,102.55,,,,,,,,,,,,,0,1191,28502475000,0.43%,225.51%,0,8%,0%,0,0.05,0.1,103.37,0,0,0,0%,0%,0,0%,0%,0,7.00%,10.00%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
1072,Active,Defined Contribution,Provident Fund,Segregated funds,1,196," 180,570,356 ",1%,248.30%,2.75,24%,0%,1,4.50%,11%,134.80,1,82,140288895,1.34%,134%,2.75,-0.18%,0%,1,7%,12.50%,151.77,1,158,135200114,1%,137%,2.7,2.63%,0%,1,9.00%,8.80%,121.95,1,153,129579656,1.35%,335.02%,3.2,10.28%,0.00%,1,6.00%,7.00%,111.93,0,140," 109,349,474.00 ",1.24%,387.65%,0,5.55%,0.00%,0,5%,7%,109.51,0,128,93947989,1.38%,243.26%,0,13%,0%,0,5.00%,8.50%,102.55,0,132,78831748,2%,272%,0,1.09%,0.00%,0,6.00%,9.00%,101.88,0,122,70234994,1.39%,182.07%,0,14%,0%,0,0.05,0.1,103.37,0,106,60854385,2%,80%,0,9%,0%,0,7.00%,10.00%,101.78,0,104,64124387,2%,80%,0,1%,0%,0,7%,13%,103.78,0,44,65787222,2%,217%,0,12%,0%,0,7%,10%,101.78
108,Active,Defined Contribution,Provident Fund,Segregated funds,5,312," 3,643,607,963 ",1%,249.80%,3.75,21%,0%,1,4.50%,11%,134.80,1,306,2990580621,0.79%,90%,2.76,2.20%,0%,1,7%,12.50%,151.77,1,258,3033652500,1%,203%,2.51,0.99%,0%,1,9.00%,8.80%,121.95,1,242,2887570084,1.13%,306.33%,3.01,10.44%,0.00%,1,6.00%,7.00%,111.93,0,235," 2,537,675,748.00 ",1.09%,271.27%,0,6.27%,0.00%,0,5%,7%,109.51,0,235,2313163549,1.09%,723.19%,0,14%,0%,0,5.00%,8.50%,102.55,0,231,1880190147,1%,126%,0,4.36%,0.00%,0,6.00%,9.00%,101.88,0,235,1826753950,1.06%,711.82%,0,14%,0%,0,0.05,0.1,103.37,0,238,1467352578,1%,258%,0,7%,0%,0,7.00%,10.00%,101.78,0,225,1302288064,1%,152%,0,2%,0%,0,7%,13%,103.78,0,244,1247507082,1%,487%,0,19%,0%,0,7%,10%,101.78
1083,Active,Defined Benefit,Pension Scheme,Segregated funds,5,2114," 9,612,383,289 ",1%,213.64%,3.82,17%,0%,5,4.50%,11%,134.80,5,2132,8600675975,1.04%,145%,3.99,4.14%,0%,5,7%,12.50%,151.77,5,2119,8254278806,1%,116%,4.05,4.08%,0%,5,9.00%,8.80%,121.95,1,2227,8174170050,1.11%,140.89%,3.44,7.20%,0.00%,5,6.00%,7.00%,111.93,0,2246," 7,920,882,000.00 ",0.97%,103.96%,0,5.13%,0.00%,0,5%,7%,109.51,0,2285,7977832000,1.22%,135.25%,0,9%,0%,0,5.00%,8.50%,102.55,0,2290,7727156000,1%,108%,0,6.87%,0.00%,0,6.00%,9.00%,101.88,0,2315,7682798000,1.48%,63.90%,0,3%,0%,0,0.05,0.1,103.37,0,1971,7862225000,1%,223%,0,11%,0%,0,7.00%,10.00%,101.78,0,2032,7347875000,1%,59%,0,2%,0%,0,7%,13%,103.78,0,2045,7482113000,1%,442%,0,13%,0%,0,7%,10%,101.78
1087,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,346," 169,922,804 ",1%,351.04%,2.04,10%,0%,1,4.50%,11%,134.80,1,315,148201799,0.79%,549%,2.54,9.28%,0%,5,7%,12.50%,151.77,1,319,125683500,1%,382%,2.94,8.35%,0%,5,9.00%,8.80%,121.95,1,319,108323918,1.38%,164.12%,2.44,9.15%,0.00%,5,6.00%,7.00%,111.93,0,329," 100,057,911.00 ",0.48%,145.24%,0,8.46%,0.00%,0,5%,7%,109.51,0,329,95711300,0.63%,284.79%,0,9%,0%,0,5.00%,8.50%,102.55,0,369,81711448,1%,123%,0,7.16%,0.00%,0,6.00%,9.00%,101.88,0,142,78173272,0.63%,109.22%,0,11%,0%,0,0.05,0.1,103.37,0,152,76496703,0%,484%,0,7%,0%,0,7.00%,10.00%,101.78,0,131,64207684,0%,393%,0,6%,0%,0,7%,13%,103.78,0,0,0,0%,0%,0,0%,0%,0,7%,10%,101.78
1088,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,116," 305,661,383 ",0%,122.32%,2.13,4%,0%,1,4.50%,11%,134.80,1,181,299113002,0.23%,71%,2.56,10.09%,0%,5,7%,12.50%,151.77,1,411,305978885,0%,138%,2.5,4.92%,0%,5,9.00%,8.80%,121.95,1,394,279005873,0.20%,190.89%,2.64,5.09%,1.19%,5,6.00%,7.00%,111.93,0,297," 247,407,607.00 ",0.19%,173.76%,0,5.01%,0.00%,0,5%,7%,109.51,0,605,212456688,0.19%,271.76%,0,5%,0%,0,5.00%,8.50%,102.55,0,568,178982099,0%,285%,0,4.35%,1.54%,0,6.00%,9.00%,101.88,0,471,145376331,0.32%,365.21%,0,4%,2%,0,0.05,0.1,103.37,0,393,114619210,0%,329%,0,4%,2%,0,7.00%,10.00%,101.78,0,289,91166540,0%,168%,0,4%,0%,0,7%,13%,103.78,0,294,78973336,0%,258%,0,10%,0%,0,7%,10%,101.78
1089,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,875," 1,154,006,070 ",0%,324.97%,2.24,11%,0%,1,4.50%,11%,134.80,1,833,1016440044,0.30%,368%,2.25,9.35%,0%,5,7%,12.50%,151.77,1,798,902553986,0%,341%,2.24,8.63%,0%,5,9.00%,8.80%,121.95,1,846,808215309,0.31%,268.12%,2.46,9.22%,0.00%,5,6.00%,7.00%,111.93,0,805," 731,136,786.00 ",0.33%,80.94%,0,8.98%,0.00%,0,5%,7%,109.51,0,805,756251863,0.33%,199.04%,0,9%,0%,0,5.00%,8.50%,102.55,0,812,693908875,0%,145%,0,7.42%,0.00%,0,6.00%,9.00%,101.88,0,809,661635705,0.45%,229.27%,0,11%,0%,0,0.05,0.1,103.37,,,,,,,,,,,,,0,785,542957627,1%,244%,0,8%,0%,0,7%,13%,103.78,0,714,494437430,1%,201%,0,11%,0%,0,7%,10%,101.78
1091,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,416," 337,670,506 ",1%,682.52%,2.06,4%,0%,1,4.50%,11%,134.80,1,0,306429323,0.67%,328%,2.48,8.87%,0%,5,7%,12.50%,151.77,1,400,271137606,1%,705%,2.51,5.86%,0%,5,9.00%,8.80%,121.95,1,0,236179147,0.68%,1002.06%,2.72,8.06%,0.00%,5,6.00%,7.00%,111.93,0,400," 196,066,826.00 ",0.51%,828.99%,0,6.32%,0.00%,0,5%,7%,109.51,0,409,162611267,0.61%,1439.90%,0,8%,0%,0,5.00%,8.50%,102.55,0,411,126189662,1%,945%,0,2.79%,0.00%,0,6.00%,9.00%,101.88,0,0,103209334,0.94%,905.35%,0,6%,0%,0,0.05,0.1,103.37,0,0,84656558,1%,1371%,0,3%,0%,0,7.00%,10.00%,101.78,0,0,69336497,1%,538%,0,2%,0%,0,7%,13%,103.78,0,0,59752815,1%,542%,0,7%,0%,0,7%,10%,101.78
1092,Active,Defined Contribution,Pension Scheme,Guaranteed funds,5,90," 454,462,309 ",0%,127.74%,4.1,12%,0%,5,4.50%,11%,134.80,1,99,435285790,0.41%,290%,2.42,6.16%,0%,5,7%,12.50%,151.77,1,102,393974062,0%,302%,2.42,1.46%,0%,1,9.00%,8.80%,121.95,1,111,366006938,0.57%,397.12%,2.64,11.45%,0.00%,1,6.00%,7.00%,111.93,0,112," 309,160,649.00 ",0.57%,176.77%,0,4.21%,0.00%,0,5%,7%,109.51,0,111,288937624,0.54%,189.01%,0,16%,0%,0,5.00%,8.50%,102.55,0,122,251150273,1%,231%,0,6.36%,0.00%,0,6.00%,9.00%,101.88,0,126,222951538,0.45%,226.61%,0,17%,0%,0,0.05,0.1,103.37,0,133,188651819,1%,172%,0,9%,0%,0,7.00%,10.00%,101.78,0,137,172459240,0%,1520%,0,8%,0%,0,7%,13%,103.78,0,135,139347299,0%,397%,0,10%,0%,0,7%,10%,101.78
