Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets , 2024_ExpensesToTotalAssets Ratio ,2024_Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_Liquidity Ratio,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_Liquidity Ratio,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_Liquidity Ratio,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_Liquidity Ratio,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_Liquidity Ratio,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_Liquidity Ratio,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_Liquidity Ratio,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Inflation,2014_interest_rates,2014_exchange_rates
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 124,384,596 ", 0.00 ,85.56%,172%,0.105150504,0%,1,4.50%,11%,134.80,1,784,121749398,0.40%,31%,2.96,8.96%,0%,5,7%,12.50%,151.77,1,812,110535510,1%,27%,3.36,5.82%,0%,5,9.00%,8.80%,121.95,1,209,93451028,0.85%,8.03%,2.72,8.25%,0.00%,5,6.00%,7.00%,111.93,200,81219980,0.00%,129.20%,8.25%,0.00%,5.00%,7.00%,109.51,191,84815209,0.00%,36.92%,9.18%,0.00%,5.00%,8.50%,102.55,185,76227684,0.00%,24.95%,8.11%,0.00%,6.00%,9.00%,101.88,179,67012207,0.00%,21.56%,8.75%,0.00%,5.00%,10.00%,103.37,169,57835300,0.00%,48.77%,8.23%,0.00%,7%,10%,101.78,0,52670002,0.00%,84.58%,7.89%,0.00%,7%,13%,103.78,151,51264262,0.00%,39.50%,10.80%,0.00%,7%,10%,101.78
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,349," 582,037,326 ", 0.01 ,36.20%,281%,0.103492571,0%,1,4.50%,11%,134.80,5,329,487812094,1.16%,33%,3.86,5.09%,0%,5,7%,12.50%,151.77,1,318,420035664,1%,45%,3.05,7.39%,0%,5,9.00%,8.80%,121.95,5,365,363589185,1.26%,39.52%,4.18,6.47%,0.00%,5,6.00%,7.00%,111.93,271,309457537,1.23%,64.19%,5.79%,0.00%,5.00%,7.00%,109.51,270,283455649,1.44%,59.06%,7.34%,0.00%,5.00%,8.50%,102.55,267,248003417,1.46%,38.24%,3.98%,0.00%,6.00%,9.00%,101.88,0,201299567,1.60%,79.21%,9.02%,0.00%,5.00%,10.00%,103.37,237,185195351,1.84%,41.18%,3.34%,0.00%,7%,10%,101.78,,,,,,,,,,0,147838795,1.63%,50.17%,6.78%,0.00%,7%,10%,101.78
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,5,148," 175,658,849 ", 0.00 ,66.04%,367%,0.075672783,22%,1,4.50%,11%,134.80,1,161,169076634,0.56%,26%,3.36,5.94%,24%,5,7%,12.50%,151.77,1,165,156813419,0%,29%,3.36,4.10%,1%,5,9.00%,8.80%,121.95,1,174,136066067,0.54%,43.85%,3.52,6.65%,0.93%,5,6.00%,7.00%,111.93,156,125237903,0.45%,8.66%,5.65%,1.01%,5.00%,7.00%,109.51,204,112091336,0.59%,20.09%,5.39%,35.94%,5.00%,8.50%,102.55,0,101048893,0.56%,57.48%,4.80%,37.30%,6.00%,9.00%,101.88,212,95593708,0.90%,30.39%,5.86%,23.00%,5.00%,10.00%,103.37,225,85858670,0.65%,29.50%,5.74%,25.81%,7%,10%,101.78,0,76277290,0.71%,41.43%,5.85%,2.96%,7%,13%,103.78,0,68259304,1.35%,21.47%,9.37%,3.65%,7%,10%,101.78
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,51," 18,648,620 ", 0.01 ,74.92%,247%,0.099451059,0%,1,4.50%,11%,134.80,1,50,17872627,0.66%,27%,3.36,8.68%,0%,5,7%,12.50%,151.77,1,39,15761851,1%,4%,2.51,7.00%,0%,5,9.00%,8.80%,121.95,1,52,13291069,0.67%,34.46%,3.52,9.48%,0.00%,5,6.00%,7.00%,111.93,39,11309957,0.68%,113.28%,7.88%,0.00%,5.00%,7.00%,109.51,37,11497366,0.67%,91.18%,9.15%,0.00%,5.00%,8.50%,102.55,41,11305826,0.52%,31.47%,8.74%,0.00%,6.00%,9.00%,101.88,38,9990634,0.46%,4.85%,8.70%,0.00%,5.00%,10.00%,103.37,37,8386455,0.63%,29.40%,7.15%,2.36%,7%,10%,101.78,35,7425604,0.45%,3.05%,5.30%,0.00%,7%,13%,103.78,0,0,0.00%,0.00%,0.00%,0.00%,7%,10%,101.78
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,416," 519,272,874 ", 0.01 ,40.61%,281%,0.114824101,0%,1,4.50%,11%,134.80,1,345,457904980,0.73%,38%,2.27,9.48%,0%,5,7%,12.50%,151.77,1,0,407592649,0%,22%,2.27,8.48%,0%,5,9.00%,8.80%,121.95,1,332,349669487,0.40%,54.88%,2.57,9.08%,0.00%,5,6.00%,7.00%,111.93,305,319321406,0.42%,55.95%,9.25%,0.00%,5.00%,7.00%,109.51,304,292625608,0.22%,79.16%,9.66%,0.00%,5.00%,8.50%,102.55,286,279626844,0.22%,21.25%,9.01%,0.00%,6.00%,9.00%,101.88,226,234794777,0.23%,44.49%,8.49%,0.00%,5.00%,10.00%,103.37,200,206240562,0.22%,40.31%,6.36%,0.00%,7%,10%,101.78,195,183004653,0.23%,29.55%,5.49%,0.00%,7%,13%,103.78,0,0,0.00%,0.00%,0.00%,0.00%,7%,10%,101.78
1048,Active,Defined Contribution,Provident Fund,Segregated funds,1,100," 137,309,353 ", 0.01 ,7.45%,300%,0.237676752,0%,1,4.50%,11%,134.80,1,100,97057579,1.40%,72%,3.03,0.35%,0%,1,7%,12.50%,151.77,1,101,94299237,1%,88%,3.03,2.83%,0%,1,9.00%,8.80%,121.95,1,118,92950586,1.40%,159.21%,4.2,10.81%,0.00%,1,6.00%,7.00%,111.93,108,103857824,1.34%,43.74%,6.51%,0.00%,5.00%,7.00%,109.51,120,95084383,0.94%,93.86%,15.85%,0.00%,5.00%,8.50%,102.55,77,94166232,1.37%,22.85%,4.82%,1.97%,6.00%,9.00%,101.88,76,67769052,1.58%,23.40%,14.49%,0.00%,5.00%,10.00%,103.37,69,55876901,1.62%,52.10%,11.01%,0.00%,7%,10%,101.78,,,,,,,,,,,,,,,,,,
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,1,51," 222,485,484 ", 0.00 ,25.57%,300%,0.223484823,0%,1,4.50%,11%,134.80,1,42,169709442,0.22%,34%,2.28,1.09%,0%,1,7%,12.50%,151.77,1,50,155736603,0%,32%,2.28,0.17%,0%,1,9.00%,8.80%,121.95,1,36,142979777,0.26%,131.10%,3.28,12.27%,0.00%,1,6.00%,7.00%,111.93,32,152088796,0.93%,21.09%,6.51%,0.00%,5.00%,7.00%,109.51,32,136663534,0.68%,13.94%,14.38%,0.00%,5.00%,8.50%,102.55,31,111175885,0.20%,27.74%,5.77%,0.00%,6.00%,9.00%,101.88,20,100248389,0.20%,8.00%,15.71%,0.00%,5.00%,10.00%,103.37,20,80649754,0.20%,15.16%,7.54%,0.00%,7%,10%,101.78,0,70987325,0.21%,12.45%,3.48%,0.00%,7%,13%,103.78,17,64994847,0.21%,22.17%,12.81%,0.00%,7%,10%,101.78
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,3," 8,893,407 ", 0.00 ,856.94%,412%,0.079359013,29%,1,4.50%,11%,134.80,1,7,14235661,0.32%,1059%,4.16,12.19%,22%,5,7%,12.50%,151.77,1,12,30871572,0%,330%,3.28,9.65%,0%,5,9.00%,8.80%,121.95,1,12,37729652,0.25%,32.47%,4.4,9.09%,15.90%,5,6.00%,7.00%,111.93,12,35403892,0.25%,160.24%,9.31%,21.40%,5.00%,7.00%,109.51,28,37389197,0.25%,279.40%,9.53%,10.21%,5.00%,8.50%,102.55,28,43784248,0.24%,109.22%,9.76%,2.85%,6.00%,9.00%,101.88,73,44174186,0.24%,168.05%,9.59%,22.18%,5.00%,10.00%,103.37,40,16198684,0.37%,7.75%,9.98%,55.56%,7%,10%,101.78,79,46378425,0.24%,67.16%,11.86%,0.00%,7%,13%,103.78,105,44312831,0.38%,133.86%,12.15%,3.40%,7%,10%,101.78
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,106," 240,650,029 ", 0.00 ,16.43%,145%,0.089955589,0%,1,4.50%,11%,134.80,1,26,206397614,0.24%,72%,2.15,10.03%,0%,5,7%,12.50%,151.77,1,112,195531605,0%,46%,2.34,9.41%,0%,5,9.00%,8.80%,121.95,1,166,177091281,0.22%,21.37%,2.72,9.39%,0.00%,5,6.00%,7.00%,111.93,0,152325003,0.22%,3.91%,9.21%,0.00%,5.00%,7.00%,109.51,20,125393871,0.23%,10.94%,9.40%,0.00%,5.00%,8.50%,102.55,113,102555274,0.23%,83.68%,9.74%,0.00%,6.00%,9.00%,101.88,118,99203457,0.36%,5.68%,9.40%,0.00%,5.00%,10.00%,103.37,111,77804474,0.40%,30.97%,10.07%,0.00%,7%,10%,101.78,106,65156265,0.25%,45.72%,12.38%,0.00%,7%,13%,103.78,104,55794405,0.26%,18.17%,12.22%,0.00%,7%,10%,101.78
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,1,251," 441,872,503 ", 0.01 ,15.94%,324%,0.229376572,0%,1,4.50%,11%,134.80,5,260,342991319,1.16%,233%,3.77,0.86%,0%,1,7%,12.50%,151.77,5,268,363680300,1%,102%,3.77,0.19%,0%,1,9.00%,8.80%,121.95,5,271,363978164,1.10%,22.62%,3.48,11.71%,0.00%,1,6.00%,7.00%,111.93,291,322021488,1.14%,60.41%,7.80%,0.00%,5.00%,7.00%,109.51,303,307710428,1.24%,100.27%,16.68%,0.00%,5.00%,8.50%,102.55,318,307875491,1.25%,149.30%,5.40%,0.00%,6.00%,9.00%,101.88,332,320510723,1.45%,221.51%,22.27%,0.00%,5.00%,10.00%,103.37,382,425041995,2.04%,61.18%,6.76%,0.00%,7%,10%,101.78,322,398303298,1.37%,61.62%,3.60%,0.00%,7%,13%,103.78,306,381366502,1.23%,23.05%,11.91%,0.00%,7%,10%,101.78
1058,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,774," 288,650,923 ", 0.00 ,38.16%,244%,0.113648131,0%,1,4.50%,11%,134.80,1,774,250788557,0.56%,35%,2.56,6.30%,0%,5,7%,12.50%,151.77,1,731,223309922,1%,71%,2.56,7.86%,0%,5,9.00%,8.80%,121.95,1,409,210963246,0.74%,58.77%,2.72,9.00%,0.00%,5,6.00%,7.00%,111.93,457,193639877,0.56%,88.28%,5.70%,0.00%,5.00%,7.00%,109.51,631,190304283,0.69%,104.38%,11.27%,0.00%,5.00%,8.50%,102.55,652,196929707,0.60%,110.30%,5.37%,0.00%,6.00%,9.00%,101.88,543,201360000,0.63%,15.94%,7.70%,0.00%,5.00%,10.00%,103.37,537,167208815,0.48%,41.41%,4.07%,0.00%,7%,10%,101.78,0,149833312,0.60%,24.38%,3.94%,0.00%,7%,13%,103.78,481,129347020,0.54%,40.56%,6.58%,1.70%,7%,10%,101.78
1060,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,40," 111,606,237 ", 0.00 ,62.71%,290%,0.109460926,0%,1,4.50%,11%,134.80,1,40,105721373,0.28%,115%,2.33,9.44%,0%,5,7%,12.50%,151.77,1,36,107714705,0%,15%,2.33,8.60%,0%,5,9.00%,8.80%,121.95,1,43,96554209,0.29%,10.05%,2.64,9.08%,0.00%,5,6.00%,7.00%,111.93,43,85344556,0.40%,23.12%,8.02%,0.00%,5.00%,7.00%,109.51,44,77349964,0.20%,9.83%,8.57%,0.00%,5.00%,8.50%,102.55,39,68382152,0.63%,114.81%,7.11%,0.00%,6.00%,9.00%,101.88,38,69575211,0.02%,141.98%,10.47%,0.00%,5.00%,10.00%,103.37,37,74093608,0.31%,20.06%,7.94%,0.00%,7%,10%,101.78,36,66485069,0.20%,44.98%,7.33%,0.00%,7%,13%,103.78,38,61937083,0.20%,68.78%,10.39%,0.00%,7%,10%,101.78
1061,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,16," 18,041,105 ", 0.00 ,66.94%,387%,0.110433978,1%,1,4.50%,11%,134.80,1,20,17245983,0.44%,22%,3.44,9.13%,0%,5,7%,12.50%,151.77,1,20,15680187,0%,27%,3.16,6.11%,0%,5,9.00%,8.80%,121.95,1,22,14601780,0.49%,61.35%,3.24,8.69%,0.00%,5,6.00%,7.00%,111.93,25,13899276,0.58%,22.40%,7.33%,0.00%,5.00%,7.00%,109.51,25,12614890,1.41%,339.00%,9.20%,0.00%,5.00%,8.50%,102.55,26,17068271,1.34%,130.09%,5.40%,0.00%,6.00%,9.00%,101.88,,,,,,,,,,30,14334938,1.49%,138.14%,5.07%,0.00%,7%,10%,101.78,32,15044221,2.50%,131.67%,-1.51%,0.00%,7%,13%,103.78,38,15276205,1.65%,46.62%,11.62%,0.00%,7%,10%,101.78
1069,Active,Defined Benefit,Pension Scheme,Segregated funds,5,276," 19,914,842,697 ", 0.01 ,65.24%,289%,0.096713759,0%,1,4.50%,11%,134.80,5,357,19060808768,0.61%,111%,3.82,4.51%,0%,1,7%,12.50%,151.77,5,461,19222208810,1%,183%,3.9,0.73%,0%,1,9.00%,8.80%,121.95,5,551,20023223043,0.43%,37.48%,4.2,12.72%,0.00%,1,6.00%,7.00%,111.93,1492,17837737855,0.47%,29.80%,17.21%,0.00%,5.00%,7.00%,109.51,1519,14930830431,0.56%,47.04%,7.10%,0.00%,5.00%,8.50%,102.55,1506,13667154905,0.48%,33.37%,8.60%,0.00%,6.00%,9.00%,101.88,1506,12060712376,0.71%,38.30%,8.90%,0.00%,5.00%,10.00%,103.37,,,,,,,,,,0,8906363047,0.88%,170.87%,5.80%,0.00%,7%,13%,103.78,,,,,,,,,
107,Active,Defined Benefit,Pension Scheme,Segregated funds,5,127," 31,069,620,000 ", 0.01 ,61.66%,374%,0.108192344,0%,5,4.50%,11%,134.80,5,1779,29792265800,0.69%,119%,3.74,5.21%,0%,5,7%,12.50%,151.77,5,1785,30158192000,1%,-3851%,3.91,-0.48%,0%,1,9.00%,8.80%,121.95,5,1789,32020819000,0.43%,44.86%,4.23,10.92%,0.00%,1,6.00%,7.00%,111.93,1134,30125676000,0.54%,130.21%,3.89%,0.00%,5.00%,7.00%,109.51,1139,30555036000,0.61%,79.78%,5.12%,0.00%,5.00%,8.50%,102.55,,,,,,,,,,1191,28502475000,0.43%,44.34%,7.76%,0.00%,5.00%,10.00%,103.37,0,0,0.00%,0.00%,0.00%,0.00%,7%,10%,101.78,,,,,,,,,,,,,,,,,,
1072,Active,Defined Contribution,Provident Fund,Segregated funds,1,196," 180,570,356 ", 0.01 ,40.27%,275%,0.239229716,0%,1,4.50%,11%,134.80,1,82,140288895,1.34%,75%,2.75,-0.18%,0%,1,7%,12.50%,151.77,1,158,135200114,1%,73%,2.7,2.63%,0%,1,9.00%,8.80%,121.95,1,153,129579656,1.35%,29.85%,3.2,10.28%,0.00%,1,6.00%,7.00%,111.93,140,109349474,1.24%,25.80%,5.55%,0.00%,5.00%,7.00%,109.51,128,93947989,1.38%,41.11%,12.90%,0.00%,5.00%,8.50%,102.55,132,78831748,1.60%,36.77%,1.09%,0.00%,6.00%,9.00%,101.88,122,70234994,1.39%,54.92%,14.28%,0.00%,5.00%,10.00%,103.37,106,60854385,1.66%,124.82%,9.47%,0.00%,7%,10%,101.78,104,64124387,1.97%,124.40%,1.36%,0.00%,7%,13%,103.78,44,65787222,1.58%,46.10%,11.80%,0.00%,7%,10%,101.78
108,Active,Defined Contribution,Provident Fund,Segregated funds,5,312," 3,643,607,963 ", 0.01 ,40.03%,375%,0.205738423,0%,1,4.50%,11%,134.80,1,306,2990580621,0.79%,111%,2.76,2.20%,0%,1,7%,12.50%,151.77,1,258,3033652500,1%,49%,2.51,0.99%,0%,1,9.00%,8.80%,121.95,1,242,2887570084,1.13%,32.65%,3.01,10.44%,0.00%,1,6.00%,7.00%,111.93,235,2537675748,1.09%,36.86%,6.27%,0.00%,5.00%,7.00%,109.51,235,2313163549,1.09%,13.83%,13.76%,0.00%,5.00%,8.50%,102.55,231,1880190147,1.16%,79.19%,4.36%,0.00%,6.00%,9.00%,101.88,235,1826753950,1.06%,14.05%,13.54%,0.00%,5.00%,10.00%,103.37,238,1467352578,1.18%,38.74%,7.02%,0.00%,7%,10%,101.78,225,1302288064,1.18%,65.81%,1.92%,0.00%,7%,13%,103.78,244,1247507082,1.26%,20.55%,18.73%,0.00%,7%,10%,101.78
1083,Active,Defined Benefit,Pension Scheme,Segregated funds,5,2114," 9,612,383,289 ", 0.01 ,46.81%,382%,0.166126315,0%,5,4.50%,11%,134.80,5,2132,8600675975,1.04%,69%,3.99,4.14%,0%,5,7%,12.50%,151.77,5,2119,8254278806,1%,86%,4.05,4.08%,0%,5,9.00%,8.80%,121.95,1,2227,8174170050,1.11%,70.98%,3.44,7.20%,0.00%,5,6.00%,7.00%,111.93,2246,7920882000,0.97%,96.19%,5.13%,0.00%,5.00%,7.00%,109.51,2285,7977832000,1.22%,73.93%,8.80%,0.00%,5.00%,8.50%,102.55,2290,7727156000,1.23%,92.70%,6.87%,0.00%,6.00%,9.00%,101.88,2315,7682798000,1.48%,156.49%,3.37%,0.00%,5.00%,10.00%,103.37,1971,7862225000,1.13%,44.83%,11.07%,0.00%,7%,10%,101.78,2032,7347875000,1.08%,169.08%,1.79%,0.00%,7%,13%,103.78,2045,7482113000,1.00%,22.64%,13.44%,0.00%,7%,10%,101.78
1087,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,346," 169,922,804 ", 0.01 ,28.49%,204%,0.104652045,0%,1,4.50%,11%,134.80,1,315,148201799,0.79%,18%,2.54,9.28%,0%,5,7%,12.50%,151.77,1,319,125683500,1%,26%,2.94,8.35%,0%,5,9.00%,8.80%,121.95,1,319,108323918,1.38%,60.93%,2.44,9.15%,0.00%,5,6.00%,7.00%,111.93,329,100057911,0.48%,68.85%,8.46%,0.00%,5.00%,7.00%,109.51,329,95711300,0.63%,35.11%,8.77%,0.00%,5.00%,8.50%,102.55,369,81711448,0.89%,81.57%,7.16%,0.00%,6.00%,9.00%,101.88,142,78173272,0.63%,91.56%,10.89%,0.00%,5.00%,10.00%,103.37,152,76496703,0.00%,20.67%,6.99%,0.00%,7%,10%,101.78,131,64207684,0.00%,25.45%,5.81%,0.00%,7%,13%,103.78,0,0,0.00%,0.00%,0.00%,0.00%,7%,10%,101.78
1088,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,116," 305,661,383 ", 0.00 ,81.76%,213%,0.039253703,0%,1,4.50%,11%,134.80,1,181,299113002,0.23%,141%,2.56,10.09%,0%,5,7%,12.50%,151.77,1,411,305978885,0%,72%,2.5,4.92%,0%,5,9.00%,8.80%,121.95,1,394,279005873,0.20%,52.39%,2.64,5.09%,1.19%,5,6.00%,7.00%,111.93,297,247407607,0.19%,57.55%,5.01%,0.00%,5.00%,7.00%,109.51,605,212456688,0.19%,36.80%,4.54%,0.00%,5.00%,8.50%,102.55,568,178982099,0.19%,35.13%,4.35%,1.54%,6.00%,9.00%,101.88,471,145376331,0.32%,27.38%,4.30%,1.83%,5.00%,10.00%,103.37,393,114619210,0.04%,30.38%,4.34%,2.12%,7%,10%,101.78,289,91166540,0.05%,59.50%,4.28%,0.00%,7%,13%,103.78,294,78973336,0.22%,38.73%,9.80%,0.00%,7%,10%,101.78
1089,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,875," 1,154,006,070 ", 0.00 ,30.77%,224%,0.106578738,0%,1,4.50%,11%,134.80,1,833,1016440044,0.30%,27%,2.25,9.35%,0%,5,7%,12.50%,151.77,1,798,902553986,0%,29%,2.24,8.63%,0%,5,9.00%,8.80%,121.95,1,846,808215309,0.31%,37.30%,2.46,9.22%,0.00%,5,6.00%,7.00%,111.93,805,731136786,0.33%,123.55%,8.98%,0.00%,5.00%,7.00%,109.51,805,756251863,0.33%,50.24%,9.11%,0.00%,5.00%,8.50%,102.55,812,693908875,0.39%,69.03%,7.42%,0.00%,6.00%,9.00%,101.88,809,661635705,0.45%,43.62%,10.74%,0.00%,5.00%,10.00%,103.37,,,,,,,,,,785,542957627,0.62%,41.06%,8.03%,0.00%,7%,13%,103.78,714,494437430,0.54%,49.68%,10.99%,0.00%,7%,10%,101.78
1091,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,416," 337,670,506 ", 0.01 ,14.65%,206%,0.037108254,0%,1,4.50%,11%,134.80,1,0,306429323,0.67%,31%,2.48,8.87%,0%,5,7%,12.50%,151.77,1,400,271137606,1%,14%,2.51,5.86%,0%,5,9.00%,8.80%,121.95,1,0,236179147,0.68%,9.98%,2.72,8.06%,0.00%,5,6.00%,7.00%,111.93,400,196066826,0.51%,12.06%,6.32%,0.00%,5.00%,7.00%,109.51,409,162611267,0.61%,6.94%,7.80%,0.00%,5.00%,8.50%,102.55,411,126189662,1.03%,10.58%,2.79%,0.00%,6.00%,9.00%,101.88,0,103209334,0.94%,11.05%,6.23%,0.00%,5.00%,10.00%,103.37,0,84656558,0.93%,7.29%,2.93%,0.00%,7%,10%,101.78,0,69336497,0.59%,18.59%,2.13%,0.00%,7%,13%,103.78,0,59752815,0.66%,18.43%,6.58%,0.00%,7%,10%,101.78
1092,Active,Defined Contribution,Pension Scheme,Guaranteed funds,5,90," 454,462,309 ", 0.00 ,78.28%,410%,0.118672433,0%,5,4.50%,11%,134.80,1,99,435285790,0.41%,34%,2.42,6.16%,0%,5,7%,12.50%,151.77,1,102,393974062,0%,33%,2.42,1.46%,0%,1,9.00%,8.80%,121.95,1,111,366006938,0.57%,25.18%,2.64,11.45%,0.00%,1,6.00%,7.00%,111.93,112,309160649,0.57%,56.57%,4.21%,0.00%,5.00%,7.00%,109.51,111,288937624,0.54%,52.91%,15.83%,0.00%,5.00%,8.50%,102.55,122,251150273,0.53%,43.21%,6.36%,0.00%,6.00%,9.00%,101.88,126,222951538,0.45%,44.13%,16.71%,0.00%,5.00%,10.00%,103.37,133,188651819,0.82%,58.19%,9.42%,0.00%,7%,10%,101.78,137,172459240,0.38%,6.58%,8.17%,0.00%,7%,13%,103.78,135,139347299,0.23%,25.17%,10.41%,0.00%,7%,10%,101.78
1093,Active,Defined Contribution,Pension Scheme,Segregated funds,1,161," 548,867,445 ", 0.01 ,27.20%,321%,0.239420132,0%,1,4.50%,11%,134.80,1,158,435434839,1.10%,439%,3.12,1.43%,1%,1,7%,12.50%,151.77,1,0,512930367,1%,262%,2.34,-0.73%,0%,1,9.00%,8.80%,121.95,1,0,537856044,0.97%,98.10%,3.3,12.74%,0.00%,1,6.00%,7.00%,111.93,0,536147035,1.08%,132.69%,6.43%,0.63%,5.00%,7.00%,109.51,0,560341625,1.07%,44.93%,18.47%,0.00%,5.00%,8.50%,102.55,156,478622377,1.21%,68.11%,4.62%,0.00%,6.00%,9.00%,101.88,0,456254326,1.09%,22.76%,16.76%,0.00%,5.00%,10.00%,103.37,155,364387157,1.25%,40.52%,6.13%,0.00%,7%,10%,101.78,0,327027792,2.20%,35.24%,2.64%,0.00%,7%,13%,103.78,0,296159635,1.23%,14.55%,13.20%,0.00%,7%,10%,101.78
1095,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,966," 502,521,521 ", 0.01 ,31.05%,324%,0.108376411,0%,1,4.50%,11%,134.80,1,818,396736279,0.85%,61%,2.48,9.92%,0%,5,7%,12.50%,151.77,1,638,354739591,1%,40%,2.56,9.52%,0%,5,9.00%,8.80%,121.95,1,0,305273679,0.83%,68.50%,2.72,10.72%,0.00%,5,6.00%,7.00%,111.93,479,281616871,0.77%,22.01%,9.13%,0.00%,5.00%,7.00%,109.51,413,228976514,0.84%,15.19%,9.41%,0.00%,5.00%,8.50%,102.55,0,182978739,0.79%,27.83%,9.36%,0.00%,6.00%,9.00%,101.88,0,159159569,0.81%,55.40%,10.37%,0.00%,5.00%,10.00%,103.37,0,144648308,1.16%,19.99%,9.38%,0.00%,7%,10%,101.78,0,122282801,0.21%,6.04%,12.33%,0.00%,7%,13%,103.78,151,94785943,0.22%,9.94%,12.37%,0.00%,7%,10%,101.78
1097,Active,Defined Contribution,Pension Scheme,Segregated funds,1,9126," 1,723,133,179 ", 0.00 ,64.08%,326%,0.095059929,1%,5,4.50%,11%,134.80,1,9279,1604961215,0.00%,197%,3.28,0.00%,1%,5,7%,12.50%,151.77,1,9501,1715529075,0%,136%,3.36,1.98%,0%,5,9.00%,8.80%,121.95,1,0,1771475894,0.16%,249.98%,3.38,3.62%,0.51%,5,6.00%,7.00%,111.93,0,2059727950,0.15%,305.60%,2.09%,0.93%,5.00%,7.00%,109.51,13338,2434794007,1.14%,151.62%,7.89%,0.76%,5.00%,8.50%,102.55,13830,2660241167,0.20%,177.58%,2.05%,0.00%,6.00%,9.00%,101.88,13400,2897488544,0.14%,91.82%,6.56%,0.00%,5.00%,10.00%,103.37,13400,2752291501,0.21%,176.34%,3.16%,0.00%,7%,10%,101.78,0,3250009765,0.14%,112.51%,2.04%,0.00%,7%,13%,103.78,2222,3328125950,0.21%,57.83%,6.68%,0.00%,7%,10%,101.78
