Ref,Status,Design ,Type ,Mode,2024_Outstanding Benefits-RiskScore,2024_Membership, 2024_Total Net Assets ,2024_ExpensesTo TotalAssets Ratio,2024_OUTFLOW/INFLOW - Liquidity Ratio,2024_Overall Risk Score,2024_ReturnOn Investment,2024_UnremmittedContributions/Total Assets,2024_Compliance toTable G,2024_Inflation,2024_interest_rates,2024_exchange_rates,2023_Outstanding Benefits-RiskScore,2023_Membership,2023_Total Net Assets,2023_ExpensesTo TotalAssets Ratio,2023_OUTFLOW/INFLOW - Liquidity Ratio,2023_Overall Risk Score,2023_ReturnOn Investment,2023_UnremmittedContributions/Total Assets,2023_Compliance toTable G,2023_Inflation,2023_interest_rates,2023_exchange_rates,2022_Outstanding Benefits-RiskScore,2022_Membership,2022_Total Net Assets,2022_ExpensesTo TotalAssets Ratio,2022_OUTFLOW/INFLOW - Liquidity Ratio,2022_Overall Risk Score,2022_ReturnOn Investment,2022_UnremmittedContributions/Total Assets,2022_Compliance toTable G,2022_Inflation,2022_interest_rates,2022_exchange_rates,2021_Outstanding Benefits-RiskScore,2021_Membership,2021_Total Net Assets,2021_ExpensesTo TotalAssets Ratio,2021_OUTFLOW/INFLOW - Liquidity Ratio,2021_Overall Risk Score,2021_ReturnOn Investment,2021_UnremmittedContributions/Total Assets,2021_Compliance toTable G,2021_Inflation,2021_interest_rates,2021_exchange_rates,2020_Outstanding Benefits-RiskScore,2020_Membership,2020_Total Net Assets,2020_ExpensesTo TotalAssets Ratio,2020_OUTFLOW/INFLOW - Liquidity Ratio,2020_Overall Risk Score,2020_ReturnOn Investment,2020_UnremmittedContributions/Total Assets,2020_Compliance toTable G,2020_Inflation,2020_interest_rates,2020_exchange_rates,2019_Outstanding Benefits-RiskScore,2019_Membership,2019_Total Net Assets,2019_ExpensesTo TotalAssets Ratio,2019_OUTFLOW/INFLOW - Liquidity Ratio,2019_Overall Risk Score,2019_ReturnOn Investment,2019_UnremmittedContributions/Total Assets,2019_Compliance toTable G,2019_Inflation,2019_interest_rates,2019_exchange_rates,2018_Outstanding Benefits-RiskScore,2018_Membership,2018_Total Net Assets,2018_ExpensesTo TotalAssets Ratio,2018_OUTFLOW/INFLOW - Liquidity Ratio,2018_Overall Risk Score,2018_ReturnOn Investment,2018_UnremmittedContributions/Total Assets,2018_Compliance toTable G,2018_Inflation,2018_interest_rates,2018_exchange_rates,2017_Outstanding Benefits-RiskScore,2017_Membership,2017_Total Net Assets,2017_ExpensesTo TotalAssets Ratio,2017_OUTFLOW/INFLOW - Liquidity Ratio,2017_Overall Risk Score,2017_ReturnOn Investment,2017_UnremmittedContributions/Total Assets,2017_Compliance toTable G,2017_Inflation,2017_interest_rates,2017_exchange_rates,2016_Outstanding Benefits-RiskScore,2016_Membership,2016_Total Net Assets,2016_ExpensesTo TotalAssets Ratio,2016_OUTFLOW/INFLOW - Liquidity Ratio,2016_Overall Risk Score,2016_ReturnOn Investment,2016_UnremmittedContributions/Total Assets,2016_Compliance toTable G,2016_Inflation,2016_interest_rates,2016_exchange_rates,2015_Outstanding Benefits-RiskScore,2015_Membership,2015_Total Net Assets,2015_ExpensesTo TotalAssets Ratio,2015_OUTFLOW/INFLOW - Liquidity Ratio,2015_Overall Risk Score,2015_ReturnOn Investment,2015_UnremmittedContributions/Total Assets,2015_Compliance toTable G,2015_Inflation,2015_interest_rates,2015_exchange_rates,2014_Outstanding Benefits-RiskScore,2014_Membership,2014_Total Net Assets,2014_ExpensesTo TotalAssets Ratio,2014_OUTFLOW/INFLOW - Liquidity Ratio,2014_Overall Risk Score,2014_ReturnOn Investment,2014_UnremmittedContributions/Total Assets,2014_Compliance toTable G,2014_Inflation,2014_interest_rates,2014_exchange_rates
1034,Active,Defined Contribution,Pension Scheme,Segregated funds,1,94," 710,710,361.00 ",0.87%,223%,2.94,12%,0%,5,5%,11%,134.8,1,97," 648,100,861.00 ",1.27%,81%,2.94,7%,0%,5,7%,13%,151.77,1,104," 664,015,688.00 ",1.18%,87%,2.95,2%,0%,5,9%,9%,121.95,1,107," 670,322,686.00 ",1.16%,148%,3.4,15%,0%,5,6%,7%,111.93,0,98," 630,384,756.00 ",1.23%,246%,0,7%,0%,0,5%,7%,109.51,0,0," 594,191,499.00 ",1.46%,138%,0,8%,0%,0,5%,9%,102.55,0,80," 575,814,623.00 ",1.32%,212%,0,11%,0%,0,6%,9%,101.88,,,,,,,,,,,,,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
1037,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,0," 593,360,577.00 ",0.54%,294%,2.03,12%,0%,1,5%,11%,134.8,1,745," 522,573,840.00 ",0.56%,105%,2.44,11%,0%,5,7%,13%,151.77,1,761," 518,697,535.00 ",0.55%,143%,2.44,10%,0%,5,9%,9%,121.95,1,876," 493,443,204.00 ",0.58%,292%,2.75,10%,0%,5,6%,7%,111.93,0,765," 439,048,202.00 ",0.57%,83%,0,10%,0%,0,5%,7%,109.51,0,0," 456,144,474.00 ",0.55%,268%,0,10%,0%,0,5%,9%,102.55,0,0," 404,820,201.00 ",0.54%,283%,0,9%,0%,0,6%,9%,101.88,0,0," 357,967,411.00 ",0.75%,217%,0,10%,0%,0,5%,10%,103.37,0,0," 318,427,066.00 ",0.77%,255%,0,9%,0%,0,7%,10%,101.78,0,0," 276,969,224.00 ",0.98%,398%,0,11%,0%,0,7%,13%,103.78,0,0," 230,599,176.00 ",0.71%,341%,0,10%,0%,0,7%,10%,101.78
1039,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,68," 168,430,488.00 ",0.60%,410%,2.16,10%,0%,1,5%,11%,134.8,1,68," 142,092,809.00 ",0.49%,2208%,2.85,9%,0%,5,7%,13%,151.77,1,61," 112,608,323.00 ",0.90%,349%,3,5%,0%,5,9%,9%,121.95,1,40," 99,114,041.00 ",1.06%,825%,2.64,9%,0%,5,6%,7%,111.93,0,58," 80,815,466.00 ",0.70%,575%,0,6%,0%,0,5%,7%,109.51,0,60," 68,166,888.00 ",0.65%,192%,0,9%,0%,0,5%,9%,102.55,0,51," 60,907,276.00 ",0.71%,1970%,0,8%,0%,0,6%,9%,101.88,0,51," 48,893,144.00 ",0.20%,270%,0,9%,0%,0,5%,10%,103.37,0,36," 41,194,771.00 ",0.20%,333%,0,5%,0%,0,7%,10%,101.78,0,46," 36,139,802.00 ",0.23%,1017%,0,2%,0%,0,7%,13%,103.78,0,45," 30,916,119.00 ",0.20%,534%,0,7%,0%,0,7%,10%,101.78
1040,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,0," 124,384,596.00 ",0.43%,117%,1.72,11%,0%,1,5%,11%,134.8,1,784," 121,749,398.00 ",0.40%,323%,2.96,9%,0%,5,7%,13%,151.77,1,812," 110,535,510.00 ",0.87%,365%,3.36,6%,0%,5,9%,9%,121.95,1,209," 93,451,028.00 ",0.85%,1246%,2.72,8%,0%,5,6%,7%,111.93,0,200," 81,219,980.00 ",0.00%,77%,0,8%,0%,0,5%,7%,109.51,0,191," 84,815,209.00 ",0.00%,271%,0,9%,0%,0,5%,9%,102.55,0,185," 76,227,684.00 ",0.00%,401%,0,8%,0%,0,6%,9%,101.88,0,179," 67,012,207.00 ",0.00%,464%,0,9%,0%,0,5%,10%,103.37,0,169," 57,835,300.00 ",0.00%,205%,0,8%,0%,0,7%,10%,101.78,0,0," 52,670,002.00 ",0.00%,118%,0,8%,0%,0,7%,13%,103.78,0,151," 51,264,262.00 ",0.00%,253%,0,11%,0%,0,7%,10%,101.78
1041,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,349," 582,037,326.00 ",1.11%,276%,2.81,10%,0%,1,5%,11%,134.8,5,329," 487,812,094.00 ",1.16%,301%,3.86,5%,0%,5,7%,13%,151.77,1,318," 420,035,664.00 ",1.21%,221%,3.05,7%,0%,5,9%,9%,121.95,5,365," 363,589,185.00 ",1.26%,253%,4.18,6%,0%,5,6%,7%,111.93,0,271," 309,457,537.00 ",1.23%,156%,0,6%,0%,0,5%,7%,109.51,0,270," 283,455,649.00 ",1.44%,169%,0,7%,0%,0,5%,9%,102.55,0,267," 248,003,417.00 ",1.46%,261%,0,4%,0%,0,6%,9%,101.88,0,0," 201,299,567.00 ",1.60%,126%,0,9%,0%,0,5%,10%,103.37,0,237," 185,195,351.00 ",1.84%,243%,0,3%,0%,0,7%,10%,101.78,,,,,,,,,,,,,0,0," 147,838,795.00 ",1.63%,199%,0,7%,0%,0,7%,10%,101.78
1044,Active,Defined Contribution,Pension Scheme,Guaranteed funds,5,148," 175,658,849.00 ",0.45%,151%,3.67,8%,22%,1,5%,11%,134.8,1,161," 169,076,634.00 ",0.56%,385%,3.36,6%,24%,5,7%,13%,151.77,1,165," 156,813,419.00 ",0.42%,340%,3.36,4%,1%,5,9%,9%,121.95,1,174," 136,066,067.00 ",0.54%,228%,3.52,7%,1%,5,6%,7%,111.93,0,156," 125,237,903.00 ",0.45%,1154%,0,6%,1%,0,5%,7%,109.51,0,204," 112,091,336.00 ",0.59%,498%,0,5%,36%,0,5%,9%,102.55,0,0," 101,048,893.00 ",0.56%,174%,0,5%,37%,0,6%,9%,101.88,0,212," 95,593,708.00 ",0.90%,329%,0,6%,23%,0,5%,10%,103.37,0,225," 85,858,670.00 ",0.65%,339%,0,6%,26%,0,7%,10%,101.78,0,0," 76,277,290.00 ",0.71%,241%,0,6%,3%,0,7%,13%,103.78,0,0," 68,259,304.00 ",1.35%,466%,0,9%,4%,0,7%,10%,101.78
1045,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,51," 18,648,620.00 ",0.67%,133%,2.47,10%,0%,1,5%,11%,134.8,1,50," 17,872,627.00 ",0.66%,371%,3.36,9%,0%,5,7%,13%,151.77,1,39," 15,761,851.00 ",0.66%,2419%,2.51,7%,0%,5,9%,9%,121.95,1,52," 13,291,069.00 ",0.67%,290%,3.52,9%,0%,5,6%,7%,111.93,0,39," 11,309,957.00 ",0.68%,88%,0,8%,0%,0,5%,7%,109.51,0,37," 11,497,366.00 ",0.67%,110%,0,9%,0%,0,5%,9%,102.55,0,41," 11,305,826.00 ",0.52%,318%,0,9%,0%,0,6%,9%,101.88,0,38," 9,990,634.00 ",0.46%,2062%,0,9%,0%,0,5%,10%,103.37,0,37," 8,386,455.00 ",0.63%,340%,0,7%,2%,0,7%,10%,101.78,0,35," 7,425,604.00 ",0.45%,3275%,0,5%,0%,0,7%,13%,103.78,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1046,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,416," 519,272,874.00 ",0.64%,246%,2.81,11%,0%,1,5%,11%,134.8,1,345," 457,904,980.00 ",0.73%,263%,2.27,9%,0%,5,7%,13%,151.77,1,0," 407,592,649.00 ",0.38%,454%,2.27,8%,0%,5,9%,9%,121.95,1,332," 349,669,487.00 ",0.40%,182%,2.57,9%,0%,5,6%,7%,111.93,0,305," 319,321,406.00 ",0.42%,179%,0,9%,0%,0,5%,7%,109.51,0,304," 292,625,608.00 ",0.22%,126%,0,10%,0%,0,5%,9%,102.55,0,286," 279,626,844.00 ",0.22%,470%,0,9%,0%,0,6%,9%,101.88,0,226," 234,794,777.00 ",0.23%,225%,0,8%,0%,0,5%,10%,103.37,0,200," 206,240,562.00 ",0.22%,248%,0,6%,0%,0,7%,10%,101.78,0,195," 183,004,653.00 ",0.23%,338%,0,5%,0%,0,7%,13%,103.78,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1048,Active,Defined Contribution,Provident Fund,Segregated funds,1,100," 137,309,353.00 ",1.24%,1342%,3,24%,0%,1,5%,11%,134.8,1,100," 97,057,579.00 ",1.40%,140%,3.03,0%,0%,1,7%,13%,151.77,1,101," 94,299,237.00 ",1.38%,113%,3.03,3%,0%,1,9%,9%,121.95,1,118," 92,950,586.00 ",1.40%,63%,4.2,11%,0%,1,6%,7%,111.93,0,108," 103,857,824.00 ",1.34%,229%,0,7%,0%,0,5%,7%,109.51,0,120," 95,084,383.00 ",0.94%,107%,0,16%,0%,0,5%,9%,102.55,0,77," 94,166,232.00 ",1.37%,438%,0,5%,2%,0,6%,9%,101.88,0,76," 67,769,052.00 ",1.58%,427%,0,14%,0%,0,5%,10%,103.37,0,69," 55,876,901.00 ",1.62%,192%,0,11%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
1052,Active,Defined Contribution,Pension Scheme,Segregated funds,1,51," 222,485,484.00 ",0.20%,391%,3,22%,0%,1,5%,11%,134.8,1,42," 169,709,442.00 ",0.22%,292%,2.28,1%,0%,1,7%,13%,151.77,1,50," 155,736,603.00 ",0.22%,313%,2.28,0%,0%,1,9%,9%,121.95,1,36," 142,979,777.00 ",0.26%,76%,3.28,12%,0%,1,6%,7%,111.93,0,32," 152,088,796.00 ",0.93%,474%,0,7%,0%,0,5%,7%,109.51,0,32," 136,663,534.00 ",0.68%,717%,0,14%,0%,0,5%,9%,102.55,0,31," 111,175,885.00 ",0.20%,361%,0,6%,0%,0,6%,9%,101.88,0,20," 100,248,389.00 ",0.20%,1250%,0,16%,0%,0,5%,10%,103.37,0,20," 80,649,754.00 ",0.20%,660%,0,8%,0%,0,7%,10%,101.78,0,0," 70,987,325.00 ",0.21%,803%,0,3%,0%,0,7%,13%,103.78,0,17," 64,994,847.00 ",0.21%,451%,0,13%,0%,0,7%,10%,101.78
1053,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,3," 8,893,407.00 ",0.40%,12%,4.12,8%,29%,1,5%,11%,134.8,1,7," 14,235,661.00 ",0.32%,9%,4.16,12%,22%,5,7%,13%,151.77,1,12," 30,871,572.00 ",0.26%,30%,3.28,10%,0%,5,9%,9%,121.95,1,12," 37,729,652.00 ",0.25%,308%,4.4,9%,16%,5,6%,7%,111.93,0,12," 35,403,892.00 ",0.25%,62%,0,9%,21%,0,5%,7%,109.51,0,28," 37,389,197.00 ",0.25%,36%,0,10%,10%,0,5%,9%,102.55,0,28," 43,784,248.00 ",0.24%,92%,0,10%,3%,0,6%,9%,101.88,0,73," 44,174,186.00 ",0.24%,60%,0,10%,22%,0,5%,10%,103.37,0,40," 16,198,684.00 ",0.37%,1290%,0,10%,56%,0,7%,10%,101.78,0,79," 46,378,425.00 ",0.24%,149%,0,12%,0%,0,7%,13%,103.78,0,105," 44,312,831.00 ",0.38%,75%,0,12%,3%,0,7%,10%,101.78
1054,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,106," 240,650,029.00 ",0.32%,609%,1.45,9%,0%,1,5%,11%,134.8,1,26," 206,397,614.00 ",0.24%,140%,2.15,10%,0%,5,7%,13%,151.77,1,112," 195,531,605.00 ",0.27%,216%,2.34,9%,0%,5,9%,9%,121.95,1,166," 177,091,281.00 ",0.22%,468%,2.72,9%,0%,5,6%,7%,111.93,0,0," 152,325,003.00 ",0.22%,2559%,0,9%,0%,0,5%,7%,109.51,0,20," 125,393,871.00 ",0.23%,914%,0,9%,0%,0,5%,9%,102.55,0,113," 102,555,274.00 ",0.23%,120%,0,10%,0%,0,6%,9%,101.88,0,118," 99,203,457.00 ",0.36%,1761%,0,9%,0%,0,5%,10%,103.37,0,111," 77,804,474.00 ",0.40%,323%,0,10%,0%,0,7%,10%,101.78,0,106," 65,156,265.00 ",0.25%,219%,0,12%,0%,0,7%,13%,103.78,0,104," 55,794,405.00 ",0.26%,550%,0,12%,0%,0,7%,10%,101.78
1055,Active,Defined Contribution,Pension Scheme,Segregated funds,1,251," 441,872,503.00 ",1.09%,627%,3.24,23%,0%,1,5%,11%,134.8,5,260," 342,991,319.00 ",1.16%,43%,3.77,1%,0%,1,7%,13%,151.77,5,268," 363,680,300.00 ",1.10%,98%,3.77,0%,0%,1,9%,9%,121.95,5,271," 363,978,164.00 ",1.10%,442%,3.48,12%,0%,1,6%,7%,111.93,0,291," 322,021,488.00 ",1.14%,166%,0,8%,0%,0,5%,7%,109.51,0,303," 307,710,428.00 ",1.24%,100%,0,17%,0%,0,5%,9%,102.55,0,318," 307,875,491.00 ",1.25%,67%,0,5%,0%,0,6%,9%,101.88,0,332," 320,510,723.00 ",1.45%,45%,0,22%,0%,0,5%,10%,103.37,0,382," 425,041,995.00 ",2.04%,163%,0,7%,0%,0,7%,10%,101.78,0,322," 398,303,298.00 ",1.37%,162%,0,4%,0%,0,7%,13%,103.78,0,306," 381,366,502.00 ",1.23%,434%,0,12%,0%,0,7%,10%,101.78
1058,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,774," 288,650,923.00 ",0.50%,262%,2.44,11%,0%,1,5%,11%,134.8,1,774," 250,788,557.00 ",0.56%,290%,2.56,6%,0%,5,7%,13%,151.77,1,731," 223,309,922.00 ",0.69%,141%,2.56,8%,0%,5,9%,9%,121.95,1,409," 210,963,246.00 ",0.74%,170%,2.72,9%,0%,5,6%,7%,111.93,0,457," 193,639,877.00 ",0.56%,113%,0,6%,0%,0,5%,7%,109.51,0,631," 190,304,283.00 ",0.69%,96%,0,11%,0%,0,5%,9%,102.55,0,652," 196,929,707.00 ",0.60%,91%,0,5%,0%,0,6%,9%,101.88,0,543," 201,360,000.00 ",0.63%,627%,0,8%,0%,0,5%,10%,103.37,0,537," 167,208,815.00 ",0.48%,241%,0,4%,0%,0,7%,10%,101.78,0,0," 149,833,312.00 ",0.60%,410%,0,4%,0%,0,7%,13%,103.78,0,481," 129,347,020.00 ",0.54%,247%,0,7%,2%,0,7%,10%,101.78
1060,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,40," 111,606,237.00 ",0.28%,159%,2.9,11%,0%,1,5%,11%,134.8,1,40," 105,721,373.00 ",0.28%,87%,2.33,9%,0%,5,7%,13%,151.77,1,36," 107,714,705.00 ",0.28%,662%,2.33,9%,0%,5,9%,9%,121.95,1,43," 96,554,209.00 ",0.29%,995%,2.64,9%,0%,5,6%,7%,111.93,0,43," 85,344,556.00 ",0.40%,432%,0,8%,0%,0,5%,7%,109.51,0,44," 77,349,964.00 ",0.20%,1017%,0,9%,0%,0,5%,9%,102.55,0,39," 68,382,152.00 ",0.63%,87%,0,7%,0%,0,6%,9%,101.88,0,38," 69,575,211.00 ",0.02%,70%,0,10%,0%,0,5%,10%,103.37,0,37," 74,093,608.00 ",0.31%,499%,0,8%,0%,0,7%,10%,101.78,0,36," 66,485,069.00 ",0.20%,222%,0,7%,0%,0,7%,13%,103.78,0,38," 61,937,083.00 ",0.20%,145%,0,10%,0%,0,7%,10%,101.78
1061,Active,Defined Contribution,Provident Fund,Guaranteed funds,1,16," 18,041,105.00 ",0.50%,149%,3.87,11%,1%,1,5%,11%,134.8,1,20," 17,245,983.00 ",0.44%,459%,3.44,9%,0%,5,7%,13%,151.77,1,20," 15,680,187.00 ",0.46%,366%,3.16,6%,0%,5,9%,9%,121.95,1,22," 14,601,780.00 ",0.49%,163%,3.24,9%,0%,5,6%,7%,111.93,0,25," 13,899,276.00 ",0.58%,446%,0,7%,0%,0,5%,7%,109.51,0,25," 12,614,890.00 ",1.41%,29%,0,9%,0%,0,5%,9%,102.55,0,26," 17,068,271.00 ",1.34%,77%,0,5%,0%,0,6%,9%,101.88,,,,,,,,,,,,,0,30," 14,334,938.00 ",1.49%,72%,0,5%,0%,0,7%,10%,101.78,0,32," 15,044,221.00 ",2.50%,76%,0,-2%,0%,0,7%,13%,103.78,0,38," 15,276,205.00 ",1.65%,215%,0,12%,0%,0,7%,10%,101.78
1069,Active,Defined Benefit,Pension Scheme,Segregated funds,5,276," 19,914,842,697.00 ",0.52%,153%,2.89,10%,0%,1,5%,11%,134.8,5,357," 19,060,808,768.00 ",0.61%,90%,3.82,5%,0%,1,7%,13%,151.77,5,461," 19,222,208,810.00 ",0.58%,55%,3.9,1%,0%,1,9%,9%,121.95,5,551," 20,023,223,043.00 ",0.43%,267%,4.2,13%,0%,1,6%,7%,111.93,0,1492," 17,837,737,855.00 ",0.47%,336%,0,17%,0%,0,5%,7%,109.51,0,1519," 14,930,830,431.00 ",0.56%,213%,0,7%,0%,0,5%,9%,102.55,0,1506," 13,667,154,905.00 ",0.48%,300%,0,9%,0%,0,6%,9%,101.88,0,1506," 12,060,712,376.00 ",0.71%,261%,0,9%,0%,0,5%,10%,103.37,,,,,,,,,,,,,0,0," 8,906,363,047.00 ",0.88%,59%,0,6%,0%,0,7%,13%,103.78,,,,,,,,,,,,
107,Active,Defined Benefit,Pension Scheme,Segregated funds,5,127," 31,069,620,000.00 ",0.59%,162%,3.74,11%,0%,5,5%,11%,134.8,5,1779," 29,792,265,800.00 ",0.69%,84%,3.74,5%,0%,5,7%,13%,151.77,5,1785," 30,158,192,000.00 ",0.54%,-3%,3.91,0%,0%,1,9%,9%,121.95,5,1789," 32,020,819,000.00 ",0.43%,223%,4.23,11%,0%,1,6%,7%,111.93,0,1134," 30,125,676,000.00 ",0.54%,77%,0,4%,0%,0,5%,7%,109.51,0,1139," 30,555,036,000.00 ",0.61%,125%,0,5%,0%,0,5%,9%,102.55,,,,,,,,,,,,,0,1191," 28,502,475,000.00 ",0.43%,226%,0,8%,0%,0,5%,10%,103.37,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78,,,,,,,,,,,,,,,,,,,,,,,,
1072,Active,Defined Contribution,Provident Fund,Segregated funds,1,196," 180,570,356.00 ",1.02%,248%,2.75,24%,0%,1,5%,11%,134.8,1,82," 140,288,895.00 ",1.34%,134%,2.75,0%,0%,1,7%,13%,151.77,1,158," 135,200,114.00 ",1.22%,137%,2.7,3%,0%,1,9%,9%,121.95,1,153," 129,579,656.00 ",1.35%,335%,3.2,10%,0%,1,6%,7%,111.93,0,140," 109,349,474.00 ",1.24%,388%,0,6%,0%,0,5%,7%,109.51,0,128," 93,947,989.00 ",1.38%,243%,0,13%,0%,0,5%,9%,102.55,0,132," 78,831,748.00 ",1.60%,272%,0,1%,0%,0,6%,9%,101.88,0,122," 70,234,994.00 ",1.39%,182%,0,14%,0%,0,5%,10%,103.37,0,106," 60,854,385.00 ",1.66%,80%,0,9%,0%,0,7%,10%,101.78,0,104," 64,124,387.00 ",1.97%,80%,0,1%,0%,0,7%,13%,103.78,0,44," 65,787,222.00 ",1.58%,217%,0,12%,0%,0,7%,10%,101.78
108,Active,Defined Contribution,Provident Fund,Segregated funds,5,312," 3,643,607,963.00 ",0.71%,250%,3.75,21%,0%,1,5%,11%,134.8,1,306," 2,990,580,621.00 ",0.79%,90%,2.76,2%,0%,1,7%,13%,151.77,1,258," 3,033,652,500.00 ",1.01%,203%,2.51,1%,0%,1,9%,9%,121.95,1,242," 2,887,570,084.00 ",1.13%,306%,3.01,10%,0%,1,6%,7%,111.93,0,235," 2,537,675,748.00 ",1.09%,271%,0,6%,0%,0,5%,7%,109.51,0,235," 2,313,163,549.00 ",1.09%,723%,0,14%,0%,0,5%,9%,102.55,0,231," 1,880,190,147.00 ",1.16%,126%,0,4%,0%,0,6%,9%,101.88,0,235," 1,826,753,950.00 ",1.06%,712%,0,14%,0%,0,5%,10%,103.37,0,238," 1,467,352,578.00 ",1.18%,258%,0,7%,0%,0,7%,10%,101.78,0,225," 1,302,288,064.00 ",1.18%,152%,0,2%,0%,0,7%,13%,103.78,0,244," 1,247,507,082.00 ",1.26%,487%,0,19%,0%,0,7%,10%,101.78
1083,Active,Defined Benefit,Pension Scheme,Segregated funds,5,2114," 9,612,383,289.00 ",1.15%,214%,3.82,17%,0%,5,5%,11%,134.8,5,2132," 8,600,675,975.00 ",1.04%,145%,3.99,4%,0%,5,7%,13%,151.77,5,2119," 8,254,278,806.05 ",1.13%,116%,4.05,4%,0%,5,9%,9%,121.95,1,2227," 8,174,170,050.00 ",1.11%,141%,3.44,7%,0%,5,6%,7%,111.93,0,2246," 7,920,882,000.00 ",0.97%,104%,0,5%,0%,0,5%,7%,109.51,0,2285," 7,977,832,000.00 ",1.22%,135%,0,9%,0%,0,5%,9%,102.55,0,2290," 7,727,156,000.00 ",1.23%,108%,0,7%,0%,0,6%,9%,101.88,0,2315," 7,682,798,000.00 ",1.48%,64%,0,3%,0%,0,5%,10%,103.37,0,1971," 7,862,225,000.00 ",1.13%,223%,0,11%,0%,0,7%,10%,101.78,0,2032," 7,347,875,000.00 ",1.08%,59%,0,2%,0%,0,7%,13%,103.78,0,2045," 7,482,113,000.00 ",1.00%,442%,0,13%,0%,0,7%,10%,101.78
1087,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,346," 169,922,804.00 ",1.04%,351%,2.04,10%,0%,1,5%,11%,134.8,1,315," 148,201,799.00 ",0.79%,549%,2.54,9%,0%,5,7%,13%,151.77,1,319," 125,683,500.00 ",0.88%,382%,2.94,8%,0%,5,9%,9%,121.95,1,319," 108,323,918.00 ",1.38%,164%,2.44,9%,0%,5,6%,7%,111.93,0,329," 100,057,911.00 ",0.48%,145%,0,8%,0%,0,5%,7%,109.51,0,329," 95,711,300.00 ",0.63%,285%,0,9%,0%,0,5%,9%,102.55,0,369," 81,711,448.00 ",0.89%,123%,0,7%,0%,0,6%,9%,101.88,0,142," 78,173,272.00 ",0.63%,109%,0,11%,0%,0,5%,10%,103.37,0,152," 76,496,703.00 ",0.00%,484%,0,7%,0%,0,7%,10%,101.78,0,131," 64,207,684.00 ",0.00%,393%,0,6%,0%,0,7%,13%,103.78,0,0, -   ,0.00%,0%,0,0%,0%,0,7%,10%,101.78
1088,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,116," 305,661,383.00 ",0.42%,122%,2.13,4%,0%,1,5%,11%,134.8,1,181," 299,113,002.00 ",0.23%,71%,2.56,10%,0%,5,7%,13%,151.77,1,411," 305,978,885.00 ",0.20%,138%,2.5,5%,0%,5,9%,9%,121.95,1,394," 279,005,873.00 ",0.20%,191%,2.64,5%,1%,5,6%,7%,111.93,0,297," 247,407,607.00 ",0.19%,174%,0,5%,0%,0,5%,7%,109.51,0,605," 212,456,688.00 ",0.19%,272%,0,5%,0%,0,5%,9%,102.55,0,568," 178,982,099.00 ",0.19%,285%,0,4%,2%,0,6%,9%,101.88,0,471," 145,376,331.00 ",0.32%,365%,0,4%,2%,0,5%,10%,103.37,0,393," 114,619,210.00 ",0.04%,329%,0,4%,2%,0,7%,10%,101.78,0,289," 91,166,540.00 ",0.05%,168%,0,4%,0%,0,7%,13%,103.78,0,294," 78,973,336.00 ",0.22%,258%,0,10%,0%,0,7%,10%,101.78
1089,Active,Defined Contribution,Pension Scheme,Guaranteed funds,1,875," 1,154,006,070.00 ",0.29%,325%,2.24,11%,0%,1,5%,11%,134.8,1,833," 1,016,440,044.00 ",0.30%,368%,2.25,9%,0%,5,7%,13%,151.77,1,798," 902,553,986.00 ",0.30%,341%,2.24,9%,0%,5,9%,9%,121.95,1,846," 808,215,309.00 ",0.31%,268%,2.46,9%,0%,5,6%,7%,111.93,0,805," 731,136,786.00 ",0.33%,81%,0,9%,0%,0,5%,7%,109.51,0,805," 756,251,863.00 ",0.33%,199%,0,9%,0%,0,5%,9%,102.55,0,812," 693,908,875.00 ",0.39%,145%,0,7%,0%,0,6%,9%,101.88,0,809," 661,635,705.00 ",0.45%,229%,0,11%,0%,0,5%,10%,103.37,,,,,,,,,,,,,0,785," 542,957,627.00 ",0.62%,244%,0,8%,0%,0,7%,13%,103.78,0,714," 494,437,430.00 ",0.54%,201%,0,11%,0%,0,7%,10%,101.78
